2023-03-25 12:24:30.406 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 3892 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:24:30.407 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:24:32.291 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.43 seconds (process running for 3.068)
2023-03-25 12:25:08.870 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 12528 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:25:08.871 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:25:10.727 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.4 seconds (process running for 3.057)
2023-03-25 12:26:17.935 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 5464 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:26:17.936 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:26:19.908 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.502 seconds (process running for 3.191)
2023-03-25 12:26:27.266 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 11916 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:26:27.266 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
